,average_episode_rewards,algo,step,scenario
49,-0.46800002455711365,ARMAPPO,20000000.0,5_vs_5
0,-0.9499999694526196,ARMAPPO,400000.0,5_vs_5
1,-0.8600000292062759,ARMAPPO,800000.0,5_vs_5
2,-0.6160000339150429,ARMAPPO,1200000.0,5_vs_5
3,-0.7939999923110008,ARMAPPO,1600000.0,5_vs_5
4,-0.6300000008195639,ARMAPPO,2000000.0,5_vs_5
5,-0.7960000075399876,ARMAPPO,2400000.0,5_vs_5
6,-0.71000000461936,ARMAPPO,2800000.0,5_vs_5
7,-0.7559999823570251,ARMAPPO,3200000.0,5_vs_5
8,-0.8719999343156815,ARMAPPO,3600000.0,5_vs_5
9,-1.0379999876022339,ARMAPPO,4000000.0,5_vs_5
10,-0.6200000178068876,ARMAPPO,4400000.0,5_vs_5
11,-0.6180000491440296,ARMAPPO,4800000.0,5_vs_5
12,-0.2400000113993883,ARMAPPO,5200000.0,5_vs_5
13,-0.4780000075697899,ARMAPPO,5600000.0,5_vs_5
14,-0.71000000461936,ARMAPPO,6000000.0,5_vs_5
15,-0.15800000401213765,ARMAPPO,6400000.0,5_vs_5
16,-0.6320000160485506,ARMAPPO,6800000.0,5_vs_5
17,-1.0280000045895576,ARMAPPO,7200000.0,5_vs_5
18,-0.8700000122189522,ARMAPPO,7600000.0,5_vs_5
19,-0.9399999864399433,ARMAPPO,8000000.0,5_vs_5
20,-0.8759999647736549,ARMAPPO,8400000.0,5_vs_5
21,-0.45400001108646393,ARMAPPO,8800000.0,5_vs_5
22,-0.9519999846816063,ARMAPPO,9200000.0,5_vs_5
23,-0.5519999656826258,ARMAPPO,9600000.0,5_vs_5
24,-0.7140000350773335,ARMAPPO,10000000.0,5_vs_5
25,-0.8219999261200428,ARMAPPO,10400000.0,5_vs_5
26,-0.47199996188282967,ARMAPPO,10800000.0,5_vs_5
27,-0.9160000830888748,ARMAPPO,11200000.0,5_vs_5
28,-0.9460000321269035,ARMAPPO,11600000.0,5_vs_5
29,-0.6959999911487103,ARMAPPO,12000000.0,5_vs_5
30,-0.4739999771118164,ARMAPPO,12400000.0,5_vs_5
31,-0.8719999343156815,ARMAPPO,12800000.0,5_vs_5
32,-0.7939998991787434,ARMAPPO,13200000.0,5_vs_5
33,-0.7140000350773335,ARMAPPO,13600000.0,5_vs_5
34,-1.1780000291764736,ARMAPPO,14000000.0,5_vs_5
35,-0.5400000140070915,ARMAPPO,14400000.0,5_vs_5
36,-0.7160000037401915,ARMAPPO,14800000.0,5_vs_5
37,-0.7400000002235174,ARMAPPO,15200000.0,5_vs_5
38,-0.5459999665617943,ARMAPPO,15600000.0,5_vs_5
39,-0.5240000318735838,ARMAPPO,16000000.0,5_vs_5
40,-0.5539999809116125,ARMAPPO,16400000.0,5_vs_5
41,-0.708000035956502,ARMAPPO,16800000.0,5_vs_5
42,-0.7939998991787434,ARMAPPO,17200000.0,5_vs_5
43,-0.7580000441521406,ARMAPPO,17600000.0,5_vs_5
44,-0.3160000080242753,ARMAPPO,18000000.0,5_vs_5
45,-0.8719999343156815,ARMAPPO,18400000.0,5_vs_5
46,-0.8599999360740185,ARMAPPO,18800000.0,5_vs_5
47,-0.4780000075697899,ARMAPPO,19200000.0,5_vs_5
48,-0.7160000037401915,ARMAPPO,19600000.0,5_vs_5
49,-0.3120000008493662,ARMAPPO,20000000.0,5_vs_5
0,-0.5520000122487545,ARMAPPO,400000.0,5_vs_5
1,-1.0220000520348549,ARMAPPO,800000.0,5_vs_5
2,-0.9560000151395798,ARMAPPO,1200000.0,5_vs_5
3,-0.8780000731348991,ARMAPPO,1600000.0,5_vs_5
4,-0.8380000479519367,ARMAPPO,2000000.0,5_vs_5
5,-0.7039999589323997,ARMAPPO,2400000.0,5_vs_5
6,-0.7059999741613865,ARMAPPO,2800000.0,5_vs_5
7,-0.71000000461936,ARMAPPO,3200000.0,5_vs_5
8,-1.1860000900924206,ARMAPPO,3600000.0,5_vs_5
9,-0.6219999864697456,ARMAPPO,4000000.0,5_vs_5
10,-0.6359999999403954,ARMAPPO,4400000.0,5_vs_5
11,-0.558000011369586,ARMAPPO,4800000.0,5_vs_5
12,-0.7799999788403511,ARMAPPO,5200000.0,5_vs_5
13,-1.269999984651804,ARMAPPO,5600000.0,5_vs_5
14,-0.71000000461936,ARMAPPO,6000000.0,5_vs_5
15,-0.559999980032444,ARMAPPO,6400000.0,5_vs_5
16,-0.8580000139772892,ARMAPPO,6800000.0,5_vs_5
17,-0.6260000169277191,ARMAPPO,7200000.0,5_vs_5
18,-0.6340000312775373,ARMAPPO,7600000.0,5_vs_5
19,-0.8640000596642494,ARMAPPO,8000000.0,5_vs_5
20,-0.7040000054985285,ARMAPPO,8400000.0,5_vs_5
21,-0.38999998942017555,ARMAPPO,8800000.0,5_vs_5
22,-0.7860000245273113,ARMAPPO,9200000.0,5_vs_5
23,-1.0300000198185444,ARMAPPO,9600000.0,5_vs_5
24,-0.7140000350773335,ARMAPPO,10000000.0,5_vs_5
25,-0.9300000034272671,ARMAPPO,10400000.0,5_vs_5
26,-0.6259999703615904,ARMAPPO,10800000.0,5_vs_5
27,-0.7879999466240406,ARMAPPO,11200000.0,5_vs_5
28,-0.9240000508725643,ARMAPPO,11600000.0,5_vs_5
29,-0.23599998094141483,ARMAPPO,12000000.0,5_vs_5
30,-0.39599998854100704,ARMAPPO,12400000.0,5_vs_5
31,-1.080000028014183,ARMAPPO,12800000.0,5_vs_5
32,-0.547999981790781,ARMAPPO,13200000.0,5_vs_5
33,-0.7860000245273113,ARMAPPO,13600000.0,5_vs_5
34,-0.6219999864697456,ARMAPPO,14000000.0,5_vs_5
35,-0.6259999703615904,ARMAPPO,14400000.0,5_vs_5
36,-0.6340000312775373,ARMAPPO,14800000.0,5_vs_5
37,-0.7899999618530273,ARMAPPO,15200000.0,5_vs_5
38,-0.5520000122487545,ARMAPPO,15600000.0,5_vs_5
39,-0.9519999846816063,ARMAPPO,16000000.0,5_vs_5
40,-0.31999999191612005,ARMAPPO,16400000.0,5_vs_5
41,-0.94200000166893,ARMAPPO,16800000.0,5_vs_5
42,-0.5539999809116125,ARMAPPO,17200000.0,5_vs_5
43,-0.5379999987781048,ARMAPPO,17600000.0,5_vs_5
44,-0.47400002367794514,ARMAPPO,18000000.0,5_vs_5
45,-0.5520000122487545,ARMAPPO,18400000.0,5_vs_5
46,-0.6180000025779009,ARMAPPO,18800000.0,5_vs_5
47,-0.5539999809116125,ARMAPPO,19200000.0,5_vs_5
48,-0.6399999838322401,ARMAPPO,19600000.0,5_vs_5
49,-0.7860000245273113,ARMAPPO,20000000.0,5_vs_5
0,-0.15800000401213765,HAPPO,400000.0,5_vs_5
1,-0.8740000426769257,HAPPO,800000.0,5_vs_5
2,-0.9460000321269035,HAPPO,1200000.0,5_vs_5
3,-0.7199999876320362,HAPPO,1600000.0,5_vs_5
4,-1.1759999208152294,HAPPO,2000000.0,5_vs_5
5,-0.559999980032444,HAPPO,2400000.0,5_vs_5
6,-0.6919999606907368,HAPPO,2800000.0,5_vs_5
7,-0.30599997844547033,HAPPO,3200000.0,5_vs_5
8,-0.3120000008493662,HAPPO,3600000.0,5_vs_5
9,-0.6219999864697456,HAPPO,4000000.0,5_vs_5
10,-0.5420000292360783,HAPPO,4400000.0,5_vs_5
11,-0.53400001488626,HAPPO,4800000.0,5_vs_5
12,-0.9440000168979168,HAPPO,5200000.0,5_vs_5
13,-0.9479999542236328,HAPPO,5600000.0,5_vs_5
14,-0.559999980032444,HAPPO,6000000.0,5_vs_5
15,-0.7819999940693378,HAPPO,6400000.0,5_vs_5
16,-0.7160000037401915,HAPPO,6800000.0,5_vs_5
17,-0.6300000008195639,HAPPO,7200000.0,5_vs_5
18,-0.5520000122487545,HAPPO,7600000.0,5_vs_5
19,-0.6319999694824219,HAPPO,8000000.0,5_vs_5
20,-0.23199999704957008,HAPPO,8400000.0,5_vs_5
21,-0.3160000080242753,HAPPO,8800000.0,5_vs_5
22,-1.1680000461637974,HAPPO,9200000.0,5_vs_5
23,-0.9480000473558903,HAPPO,9600000.0,5_vs_5
24,-0.71000000461936,HAPPO,10000000.0,5_vs_5
25,-0.9440000168979168,HAPPO,10400000.0,5_vs_5
26,-0.8679999969899654,HAPPO,10800000.0,5_vs_5
27,-0.94200000166893,HAPPO,11200000.0,5_vs_5
28,-0.7699999958276749,HAPPO,11600000.0,5_vs_5
29,-0.5379999987781048,HAPPO,12000000.0,5_vs_5
30,-0.5559999961405993,HAPPO,12400000.0,5_vs_5
31,-0.8740000426769257,HAPPO,12800000.0,5_vs_5
32,-0.8759999647736549,HAPPO,13200000.0,5_vs_5
33,-0.6279999855905771,HAPPO,13600000.0,5_vs_5
34,-0.8440000005066395,HAPPO,14000000.0,5_vs_5
35,-0.6959999911487103,HAPPO,14400000.0,5_vs_5
36,-1.1180000379681587,HAPPO,14800000.0,5_vs_5
37,-1.025999989360571,HAPPO,15200000.0,5_vs_5
38,-0.47599999234080315,HAPPO,15600000.0,5_vs_5
39,-0.7000000216066837,HAPPO,16000000.0,5_vs_5
40,-0.6940000224858522,HAPPO,16400000.0,5_vs_5
41,-0.7140000350773335,HAPPO,16800000.0,5_vs_5
42,-0.8760000579059124,HAPPO,17200000.0,5_vs_5
43,-0.9440000168979168,HAPPO,17600000.0,5_vs_5
44,-0.7960000075399876,HAPPO,18000000.0,5_vs_5
45,-0.7920000702142715,HAPPO,18400000.0,5_vs_5
46,-1.1020000092685223,HAPPO,18800000.0,5_vs_5
47,-1.0940000414848328,HAPPO,19200000.0,5_vs_5
48,-0.558000011369586,HAPPO,19600000.0,5_vs_5
49,-0.9499999694526196,HAPPO,20000000.0,5_vs_5
0,-0.558000011369586,HAPPO,400000.0,5_vs_5
1,-0.94200000166893,HAPPO,800000.0,5_vs_5
2,-0.6300000008195639,HAPPO,1200000.0,5_vs_5
3,-1.1919999495148659,HAPPO,1600000.0,5_vs_5
4,-0.9499999694526196,HAPPO,2000000.0,5_vs_5
5,-0.5559999961405993,HAPPO,2400000.0,5_vs_5
6,-0.9499999694526196,HAPPO,2800000.0,5_vs_5
7,-1.025999989360571,HAPPO,3200000.0,5_vs_5
8,-1.0959998704493046,HAPPO,3600000.0,5_vs_5
9,-0.8619999513030052,HAPPO,4000000.0,5_vs_5
10,-0.46999999321997166,HAPPO,4400000.0,5_vs_5
11,-0.6300000008195639,HAPPO,4800000.0,5_vs_5
12,-0.7759999949485064,HAPPO,5200000.0,5_vs_5
13,-0.6339999847114086,HAPPO,5600000.0,5_vs_5
14,-0.8560000918805599,HAPPO,6000000.0,5_vs_5
15,-0.6159999873489141,HAPPO,6400000.0,5_vs_5
16,-0.43600001372396946,HAPPO,6800000.0,5_vs_5
17,-0.8780000731348991,HAPPO,7200000.0,5_vs_5
18,-1.0319999419152737,HAPPO,7600000.0,5_vs_5
19,-1.1040001176297665,HAPPO,8000000.0,5_vs_5
20,-0.5539999809116125,HAPPO,8400000.0,5_vs_5
21,-0.71000000461936,HAPPO,8800000.0,5_vs_5
22,-0.8699999190866947,HAPPO,9200000.0,5_vs_5
23,-0.6219999864697456,HAPPO,9600000.0,5_vs_5
24,-0.71000000461936,HAPPO,10000000.0,5_vs_5
25,-0.7059999741613865,HAPPO,10400000.0,5_vs_5
26,-1.1180000379681587,HAPPO,10800000.0,5_vs_5
27,-1.0200000368058681,HAPPO,11200000.0,5_vs_5
28,-0.6919999606907368,HAPPO,11600000.0,5_vs_5
29,-0.558000011369586,HAPPO,12000000.0,5_vs_5
30,-0.7759999949485064,HAPPO,12400000.0,5_vs_5
31,-0.851999968290329,HAPPO,12800000.0,5_vs_5
32,-0.6340000312775373,HAPPO,13200000.0,5_vs_5
33,-0.6300000008195639,HAPPO,13600000.0,5_vs_5
34,-0.71000000461936,HAPPO,14000000.0,5_vs_5
35,-0.4000000189989805,HAPPO,14400000.0,5_vs_5
36,-0.7960000075399876,HAPPO,14800000.0,5_vs_5
37,-0.45199994929134846,HAPPO,15200000.0,5_vs_5
38,-0.4780000075697899,HAPPO,15600000.0,5_vs_5
39,-0.7140000350773335,HAPPO,16000000.0,5_vs_5
40,-0.7919999770820141,HAPPO,16400000.0,5_vs_5
41,-0.8760000579059124,HAPPO,16800000.0,5_vs_5
42,-0.6320000160485506,HAPPO,17200000.0,5_vs_5
43,-0.7000000216066837,HAPPO,17600000.0,5_vs_5
44,-0.5380000453442335,HAPPO,18000000.0,5_vs_5
45,-0.7160000037401915,HAPPO,18400000.0,5_vs_5
46,-0.7939999923110008,HAPPO,18800000.0,5_vs_5
47,-0.6380000151693821,HAPPO,19200000.0,5_vs_5
48,-0.708000035956502,HAPPO,19600000.0,5_vs_5
49,-0.38800002075731754,HAPPO,20000000.0,5_vs_5
0,-0.7980000227689743,HAPPO,400000.0,5_vs_5
1,-0.7960000075399876,HAPPO,800000.0,5_vs_5
2,-0.7140000350773335,HAPPO,1200000.0,5_vs_5
3,-0.7780000101774931,HAPPO,1600000.0,5_vs_5
4,-0.46999999321997166,HAPPO,2000000.0,5_vs_5
5,-0.6959999911487103,HAPPO,2400000.0,5_vs_5
6,-0.5499999970197678,HAPPO,2800000.0,5_vs_5
7,-0.7980000227689743,HAPPO,3200000.0,5_vs_5
8,-0.5519999656826258,HAPPO,3600000.0,5_vs_5
9,-1.1059999465942383,HAPPO,4000000.0,5_vs_5
10,-0.30800001695752144,HAPPO,4400000.0,5_vs_5
11,-0.7019999902695417,HAPPO,4800000.0,5_vs_5
12,-1.2560000643134117,HAPPO,5200000.0,5_vs_5
13,-0.7040000054985285,HAPPO,5600000.0,5_vs_5
14,-0.8619999513030052,HAPPO,6000000.0,5_vs_5
15,-0.6359999999403954,HAPPO,6400000.0,5_vs_5
16,-1.0319999419152737,HAPPO,6800000.0,5_vs_5
17,-0.5520000122487545,HAPPO,7200000.0,5_vs_5
18,-0.711999973282218,HAPPO,7600000.0,5_vs_5
19,-0.7860000245273113,HAPPO,8000000.0,5_vs_5
20,-0.9519999846816063,HAPPO,8400000.0,5_vs_5
21,-0.7659999653697014,HAPPO,8800000.0,5_vs_5
22,-0.23400001227855682,HAPPO,9200000.0,5_vs_5
23,-0.8719999343156815,HAPPO,9600000.0,5_vs_5
24,-0.9499999694526196,HAPPO,10000000.0,5_vs_5
25,-0.6099999882280827,HAPPO,10400000.0,5_vs_5
26,-0.7719999644905329,HAPPO,10800000.0,5_vs_5
27,-0.38600002881139517,HAPPO,11200000.0,5_vs_5
28,-0.1560000004246831,HAPPO,11600000.0,5_vs_5
29,-0.7980000227689743,HAPPO,12000000.0,5_vs_5
30,-0.31999999191612005,HAPPO,12400000.0,5_vs_5
31,-0.7960000075399876,HAPPO,12800000.0,5_vs_5
32,-0.5540000274777412,HAPPO,13200000.0,5_vs_5
33,-0.7820000872015953,HAPPO,13600000.0,5_vs_5
34,-1.261999923735857,HAPPO,14000000.0,5_vs_5
35,-0.7839999161660671,HAPPO,14400000.0,5_vs_5
36,-0.708000035956502,HAPPO,14800000.0,5_vs_5
37,-0.6300000008195639,HAPPO,15200000.0,5_vs_5
38,-0.46999999321997166,HAPPO,15600000.0,5_vs_5
39,-0.9580000303685665,HAPPO,16000000.0,5_vs_5
40,-0.6320000160485506,HAPPO,16400000.0,5_vs_5
41,-0.9499999694526196,HAPPO,16800000.0,5_vs_5
42,-0.6980000529438257,HAPPO,17200000.0,5_vs_5
43,-0.8679999969899654,HAPPO,17600000.0,5_vs_5
44,-0.7880000397562981,HAPPO,18000000.0,5_vs_5
45,-0.7820000872015953,HAPPO,18400000.0,5_vs_5
46,-1.2560000643134117,HAPPO,18800000.0,5_vs_5
47,-0.711999973282218,HAPPO,19200000.0,5_vs_5
48,-0.7720000576227903,HAPPO,19600000.0,5_vs_5
49,-0.71000000461936,HAPPO,20000000.0,5_vs_5
0,-0.5499999970197678,HAPPO,400000.0,5_vs_5
1,-0.38400001358240843,HAPPO,800000.0,5_vs_5
2,-1.0160000994801521,HAPPO,1200000.0,5_vs_5
3,-0.6259999703615904,HAPPO,1600000.0,5_vs_5
4,-0.8700000122189522,HAPPO,2000000.0,5_vs_5
5,-0.6380000151693821,HAPPO,2400000.0,5_vs_5
6,-0.7180000189691782,HAPPO,2800000.0,5_vs_5
7,-0.5420000292360783,HAPPO,3200000.0,5_vs_5
8,-1.1859999969601631,HAPPO,3600000.0,5_vs_5
9,-0.708000035956502,HAPPO,4000000.0,5_vs_5
10,-0.7860000245273113,HAPPO,4400000.0,5_vs_5
11,-0.44399998150765896,HAPPO,4800000.0,5_vs_5
12,-1.0219999589025974,HAPPO,5200000.0,5_vs_5
13,-1.0300000198185444,HAPPO,5600000.0,5_vs_5
14,-0.5439999978989363,HAPPO,6000000.0,5_vs_5
15,-0.47599999234080315,HAPPO,6400000.0,5_vs_5
16,-0.6980000529438257,HAPPO,6800000.0,5_vs_5
17,-0.7939998991787434,HAPPO,7200000.0,5_vs_5
18,-0.7000000216066837,HAPPO,7600000.0,5_vs_5
19,-1.0239999741315842,HAPPO,8000000.0,5_vs_5
20,-0.6300000008195639,HAPPO,8400000.0,5_vs_5
21,-0.6359999999403954,HAPPO,8800000.0,5_vs_5
22,-0.6259999703615904,HAPPO,9200000.0,5_vs_5
23,-0.522000016644597,HAPPO,9600000.0,5_vs_5
24,-1.2600000016391277,HAPPO,10000000.0,5_vs_5
25,-1.0319999419152737,HAPPO,10400000.0,5_vs_5
26,-0.5459999665617943,HAPPO,10800000.0,5_vs_5
27,-0.9359999559819698,HAPPO,11200000.0,5_vs_5
28,-0.5480000283569098,HAPPO,11600000.0,5_vs_5
29,-0.558000011369586,HAPPO,12000000.0,5_vs_5
30,-0.46999999321997166,HAPPO,12400000.0,5_vs_5
31,-1.1060000397264957,HAPPO,12800000.0,5_vs_5
32,-0.5480000283569098,HAPPO,13200000.0,5_vs_5
33,-0.47400002367794514,HAPPO,13600000.0,5_vs_5
34,-0.9399999864399433,HAPPO,14000000.0,5_vs_5
35,-0.796000100672245,HAPPO,14400000.0,5_vs_5
36,-0.5459999665617943,HAPPO,14800000.0,5_vs_5
37,-0.5300000309944153,HAPPO,15200000.0,5_vs_5
38,-0.5439999978989363,HAPPO,15600000.0,5_vs_5
39,-0.3879999974742532,HAPPO,16000000.0,5_vs_5
40,-0.6079999729990959,HAPPO,16400000.0,5_vs_5
41,-0.9539999067783356,HAPPO,16800000.0,5_vs_5
42,-0.5499999970197678,HAPPO,17200000.0,5_vs_5
43,-0.7919999770820141,HAPPO,17600000.0,5_vs_5
44,-0.708000035956502,HAPPO,18000000.0,5_vs_5
45,-0.800000037997961,HAPPO,18400000.0,5_vs_5
46,-0.46800002455711365,HAPPO,18800000.0,5_vs_5
47,-0.94200000166893,HAPPO,19200000.0,5_vs_5
48,-0.71000000461936,HAPPO,19600000.0,5_vs_5
49,-0.559999980032444,HAPPO,20000000.0,5_vs_5
0,-0.7899999618530273,HAPPO,400000.0,5_vs_5
1,-0.708000035956502,HAPPO,800000.0,5_vs_5
2,-1.1859999969601631,HAPPO,1200000.0,5_vs_5
3,-0.5539999809116125,HAPPO,1600000.0,5_vs_5
4,-0.6899999920278788,HAPPO,2000000.0,5_vs_5
5,-0.39599998854100704,HAPPO,2400000.0,5_vs_5
6,-1.2659999541938305,HAPPO,2800000.0,5_vs_5
7,-0.7919999770820141,HAPPO,3200000.0,5_vs_5
8,-0.8659999817609787,HAPPO,3600000.0,5_vs_5
9,-0.6200000178068876,HAPPO,4000000.0,5_vs_5
10,-0.711999973282218,HAPPO,4400000.0,5_vs_5
11,-0.8659999817609787,HAPPO,4800000.0,5_vs_5
12,-0.4780000075697899,HAPPO,5200000.0,5_vs_5
13,-0.6259999703615904,HAPPO,5600000.0,5_vs_5
14,-0.3120000008493662,HAPPO,6000000.0,5_vs_5
15,-0.2400000113993883,HAPPO,6400000.0,5_vs_5
16,-0.9460000321269035,HAPPO,6800000.0,5_vs_5
17,-0.8700000122189522,HAPPO,7200000.0,5_vs_5
18,-0.7180000189691782,HAPPO,7600000.0,5_vs_5
19,-0.3920000046491623,HAPPO,8000000.0,5_vs_5
20,-0.8700000122189522,HAPPO,8400000.0,5_vs_5
21,-0.559999980032444,HAPPO,8800000.0,5_vs_5
22,-0.7960000075399876,HAPPO,9200000.0,5_vs_5
23,-0.9479999542236328,HAPPO,9600000.0,5_vs_5
24,-0.6339999847114086,HAPPO,10000000.0,5_vs_5
25,-0.6279999855905771,HAPPO,10400000.0,5_vs_5
26,-0.8759999647736549,HAPPO,10800000.0,5_vs_5
27,-0.6279999855905771,HAPPO,11200000.0,5_vs_5
28,-0.4659999627619982,HAPPO,11600000.0,5_vs_5
29,-0.39599998854100704,HAPPO,12000000.0,5_vs_5
30,-1.0200000368058681,HAPPO,12400000.0,5_vs_5
31,-0.5539999809116125,HAPPO,12800000.0,5_vs_5
32,-0.7919999770820141,HAPPO,13200000.0,5_vs_5
33,-0.7880000397562981,HAPPO,13600000.0,5_vs_5
34,-0.8799999952316284,HAPPO,14000000.0,5_vs_5
35,-0.8739999495446682,HAPPO,14400000.0,5_vs_5
36,-0.6359999999403954,HAPPO,14800000.0,5_vs_5
37,-0.7180000189691782,HAPPO,15200000.0,5_vs_5
38,-1.2680000625550747,HAPPO,15600000.0,5_vs_5
39,-0.8460000157356262,HAPPO,16000000.0,5_vs_5
40,-0.8759999647736549,HAPPO,16400000.0,5_vs_5
41,-0.558000011369586,HAPPO,16800000.0,5_vs_5
42,-1.0960000567138195,HAPPO,17200000.0,5_vs_5
43,-1.107999961823225,HAPPO,17600000.0,5_vs_5
44,-0.9600000455975533,HAPPO,18000000.0,5_vs_5
45,-0.5400000140070915,HAPPO,18400000.0,5_vs_5
46,-0.7860000245273113,HAPPO,18800000.0,5_vs_5
47,-1.0300000198185444,HAPPO,19200000.0,5_vs_5
48,-0.7840000092983246,HAPPO,19600000.0,5_vs_5
49,-0.7819999940693378,HAPPO,20000000.0,5_vs_5
0,-0.9940000250935555,MAPPO,400000.0,5_vs_5
1,-0.851999968290329,MAPPO,800000.0,5_vs_5
2,-0.6339999847114086,MAPPO,1200000.0,5_vs_5
3,-0.4579999949783087,MAPPO,1600000.0,5_vs_5
4,-0.7840000092983246,MAPPO,2000000.0,5_vs_5
5,-0.6399999838322401,MAPPO,2400000.0,5_vs_5
6,-0.8740000426769257,MAPPO,2800000.0,5_vs_5
7,-0.9539999067783356,MAPPO,3200000.0,5_vs_5
8,-0.23399998899549246,MAPPO,3600000.0,5_vs_5
9,-0.5519999656826258,MAPPO,4000000.0,5_vs_5
10,-0.31400001607835293,MAPPO,4400000.0,5_vs_5
11,-0.8619999513030052,MAPPO,4800000.0,5_vs_5
12,-0.46999999321997166,MAPPO,5200000.0,5_vs_5
13,-1.356000080704689,MAPPO,5600000.0,5_vs_5
14,-0.7059999741613865,MAPPO,6000000.0,5_vs_5
15,-0.3819999983534217,MAPPO,6400000.0,5_vs_5
16,-0.47599999234080315,MAPPO,6800000.0,5_vs_5
17,-0.5520000122487545,MAPPO,7200000.0,5_vs_5
18,-0.4519999958574772,MAPPO,7600000.0,5_vs_5
19,-1.0200000368058681,MAPPO,8000000.0,5_vs_5
20,-0.9459999389946461,MAPPO,8400000.0,5_vs_5
21,-0.7160000037401915,MAPPO,8800000.0,5_vs_5
22,-1.0239999741315842,MAPPO,9200000.0,5_vs_5
23,-0.9560000151395798,MAPPO,9600000.0,5_vs_5
24,-1.2679999694228172,MAPPO,10000000.0,5_vs_5
25,-1.0219999589025974,MAPPO,10400000.0,5_vs_5
26,-0.6359999999403954,MAPPO,10800000.0,5_vs_5
27,-0.5420000292360783,MAPPO,11200000.0,5_vs_5
28,-0.7040000054985285,MAPPO,11600000.0,5_vs_5
29,-0.5459999665617943,MAPPO,12000000.0,5_vs_5
30,-0.7180000189691782,MAPPO,12400000.0,5_vs_5
31,-0.6319999694824219,MAPPO,12800000.0,5_vs_5
32,-0.6320000160485506,MAPPO,13200000.0,5_vs_5
33,-0.708000035956502,MAPPO,13600000.0,5_vs_5
34,-0.9959999471902847,MAPPO,14000000.0,5_vs_5
35,-1.3239999301731586,MAPPO,14400000.0,5_vs_5
36,-0.9440000168979168,MAPPO,14800000.0,5_vs_5
37,-0.7919999770820141,MAPPO,15200000.0,5_vs_5
38,-0.7919999770820141,MAPPO,15600000.0,5_vs_5
39,-0.5439999978989363,MAPPO,16000000.0,5_vs_5
40,-0.8640000596642494,MAPPO,16400000.0,5_vs_5
41,-0.938000064343214,MAPPO,16800000.0,5_vs_5
42,-0.7799999788403511,MAPPO,17200000.0,5_vs_5
43,-0.708000035956502,MAPPO,17600000.0,5_vs_5
44,-0.547999981790781,MAPPO,18000000.0,5_vs_5
45,-0.7180000189691782,MAPPO,18400000.0,5_vs_5
46,-0.4720000084489584,MAPPO,18800000.0,5_vs_5
47,-0.39599998854100704,MAPPO,19200000.0,5_vs_5
48,-0.5520000122487545,MAPPO,19600000.0,5_vs_5
49,-0.10400000028312206,MAPPO,20000000.0,5_vs_5
0,-0.7019999902695417,MAPPO,400000.0,5_vs_5
1,-0.7039999589323997,MAPPO,800000.0,5_vs_5
2,-0.3000000026077032,MAPPO,1200000.0,5_vs_5
3,-0.8739999495446682,MAPPO,1600000.0,5_vs_5
4,-0.38599998224526644,MAPPO,2000000.0,5_vs_5
5,-0.7180000189691782,MAPPO,2400000.0,5_vs_5
6,-0.47599999234080315,MAPPO,2800000.0,5_vs_5
7,-0.558000011369586,MAPPO,3200000.0,5_vs_5
8,-1.1139999143779278,MAPPO,3600000.0,5_vs_5
9,-0.7160000037401915,MAPPO,4000000.0,5_vs_5
10,-1.3339999131858349,MAPPO,4400000.0,5_vs_5
11,-0.7919999770820141,MAPPO,4800000.0,5_vs_5
12,-0.6300000008195639,MAPPO,5200000.0,5_vs_5
13,-0.8600000292062759,MAPPO,5600000.0,5_vs_5
14,-0.5499999970197678,MAPPO,6000000.0,5_vs_5
15,-0.3800000064074993,MAPPO,6400000.0,5_vs_5
16,-0.6240000016987324,MAPPO,6800000.0,5_vs_5
17,-0.6340000312775373,MAPPO,7200000.0,5_vs_5
18,-0.7919999770820141,MAPPO,7600000.0,5_vs_5
19,-0.5439999978989363,MAPPO,8000000.0,5_vs_5
20,-0.7960000075399876,MAPPO,8400000.0,5_vs_5
21,-1.1880000121891499,MAPPO,8800000.0,5_vs_5
22,-1.025999989360571,MAPPO,9200000.0,5_vs_5
23,-0.8719999343156815,MAPPO,9600000.0,5_vs_5
24,-0.6300000008195639,MAPPO,10000000.0,5_vs_5
25,-0.30200001783668995,MAPPO,10400000.0,5_vs_5
26,-0.5319999996572733,MAPPO,10800000.0,5_vs_5
27,-0.7799999788403511,MAPPO,11200000.0,5_vs_5
28,-0.8799999952316284,MAPPO,11600000.0,5_vs_5
29,-0.4800000227987766,MAPPO,12000000.0,5_vs_5
30,-0.71000000461936,MAPPO,12400000.0,5_vs_5
31,-0.6019999738782644,MAPPO,12800000.0,5_vs_5
32,-0.6339999847114086,MAPPO,13200000.0,5_vs_5
33,-0.9459999389946461,MAPPO,13600000.0,5_vs_5
34,-1.0120000690221786,MAPPO,14000000.0,5_vs_5
35,-1.2600000016391277,MAPPO,14400000.0,5_vs_5
36,-0.8700000122189522,MAPPO,14800000.0,5_vs_5
37,-0.6200000178068876,MAPPO,15200000.0,5_vs_5
38,-0.3780000377446413,MAPPO,15600000.0,5_vs_5
39,-0.4659999627619982,MAPPO,16000000.0,5_vs_5
40,-0.6000000052154064,MAPPO,16400000.0,5_vs_5
41,-0.6219999864697456,MAPPO,16800000.0,5_vs_5
42,-0.5379999987781048,MAPPO,17200000.0,5_vs_5
43,-0.5319999996572733,MAPPO,17600000.0,5_vs_5
44,-0.07399999885819852,MAPPO,18000000.0,5_vs_5
