,eval_average_episode_rewards,train_episode_rewards,algo,step,scenario
0,998.4197609237102,13.61143026117523,MAPPO_FULL,4000.0,Ant-v2 2x4
1,960.6437204424399,225.872017120428,MAPPO_FULL,104000.0,Ant-v2 2x4
2,909.7444988521404,233.88359898507676,MAPPO_FULL,204000.0,Ant-v2 2x4
3,939.6378325439257,298.2086365475382,MAPPO_FULL,304000.0,Ant-v2 2x4
4,946.6167835538415,404.4956049306022,MAPPO_FULL,404000.0,Ant-v2 2x4
5,953.0237311114658,191.53680579051166,MAPPO_FULL,504000.0,Ant-v2 2x4
6,907.1838626568494,429.0745656454578,MAPPO_FULL,604000.0,Ant-v2 2x4
7,943.8329963216511,353.6030811821728,MAPPO_FULL,704000.0,Ant-v2 2x4
8,920.4362370439009,230.34646816886251,MAPPO_FULL,804000.0,Ant-v2 2x4
9,930.7211823434327,446.945535324494,MAPPO_FULL,904000.0,Ant-v2 2x4
10,796.7096202646916,505.753694323974,MAPPO_FULL,1004000.0,Ant-v2 2x4
11,822.8485984053999,480.1416664345896,MAPPO_FULL,1104000.0,Ant-v2 2x4
12,954.7802919429665,469.82752219058824,MAPPO_FULL,1204000.0,Ant-v2 2x4
13,822.9594255427215,573.2446168400907,MAPPO_FULL,1304000.0,Ant-v2 2x4
14,803.3722950572061,509.10497280682563,MAPPO_FULL,1404000.0,Ant-v2 2x4
15,849.6465894436114,472.16047036504324,MAPPO_FULL,1504000.0,Ant-v2 2x4
16,1639.004360113701,572.5889097448635,MAPPO_FULL,1604000.0,Ant-v2 2x4
17,1226.4803169825395,677.8243151909077,MAPPO_FULL,1704000.0,Ant-v2 2x4
18,878.4367314813559,634.7818534622844,MAPPO_FULL,1804000.0,Ant-v2 2x4
19,1601.255811671869,635.9340265641715,MAPPO_FULL,1904000.0,Ant-v2 2x4
20,1808.5484408747743,285.95802598025983,MAPPO_FULL,2004000.0,Ant-v2 2x4
21,1627.2870709747724,862.5726839464542,MAPPO_FULL,2104000.0,Ant-v2 2x4
22,1684.89421912397,751.6137730988202,MAPPO_FULL,2204000.0,Ant-v2 2x4
23,1417.6983890417628,627.2846375842602,MAPPO_FULL,2304000.0,Ant-v2 2x4
24,2110.9962664533946,686.8660776494895,MAPPO_FULL,2404000.0,Ant-v2 2x4
25,1801.6465795115892,661.2881992360966,MAPPO_FULL,2504000.0,Ant-v2 2x4
26,1841.6586387252378,799.9747402041343,MAPPO_FULL,2604000.0,Ant-v2 2x4
27,3000.4350084023217,1074.4941239089671,MAPPO_FULL,2704000.0,Ant-v2 2x4
28,2823.841370197919,1187.8893053468591,MAPPO_FULL,2804000.0,Ant-v2 2x4
29,2088.404857353834,1326.890501444014,MAPPO_FULL,2904000.0,Ant-v2 2x4
30,2324.418745482647,1167.4043243065234,MAPPO_FULL,3004000.0,Ant-v2 2x4
31,2777.5006947010797,593.2501591372256,MAPPO_FULL,3104000.0,Ant-v2 2x4
32,2624.981962626737,1269.4680784236855,MAPPO_FULL,3204000.0,Ant-v2 2x4
33,3168.509039096088,1564.485755538437,MAPPO_FULL,3304000.0,Ant-v2 2x4
34,1891.551087453147,1219.1026702916051,MAPPO_FULL,3404000.0,Ant-v2 2x4
35,2122.5804837627607,1578.9258046872699,MAPPO_FULL,3504000.0,Ant-v2 2x4
36,3271.4884381236398,1789.086823247484,MAPPO_FULL,3604000.0,Ant-v2 2x4
37,3554.4534054640217,1491.2573706778248,MAPPO_FULL,3704000.0,Ant-v2 2x4
38,3215.5912032631213,2094.9657599979782,MAPPO_FULL,3804000.0,Ant-v2 2x4
39,3618.209249419003,1989.7375285651185,MAPPO_FULL,3904000.0,Ant-v2 2x4
40,3587.623680503937,1582.7898362363221,MAPPO_FULL,4004000.0,Ant-v2 2x4
41,3567.0618563446087,1726.9530107546993,MAPPO_FULL,4104000.0,Ant-v2 2x4
42,3835.0173295893073,2488.136109083394,MAPPO_FULL,4204000.0,Ant-v2 2x4
43,3823.04721033209,2494.864231801073,MAPPO_FULL,4304000.0,Ant-v2 2x4
44,3402.874743154797,2240.7655616492434,MAPPO_FULL,4404000.0,Ant-v2 2x4
45,3753.624398890209,2059.420833385973,MAPPO_FULL,4504000.0,Ant-v2 2x4
46,3952.3945845798835,1934.1413184546261,MAPPO_FULL,4604000.0,Ant-v2 2x4
47,3839.1172042025573,2037.6886494320988,MAPPO_FULL,4704000.0,Ant-v2 2x4
48,3704.4648391380215,2338.055182163097,MAPPO_FULL,4804000.0,Ant-v2 2x4
49,3668.5986630913794,2358.22992593034,MAPPO_FULL,4904000.0,Ant-v2 2x4
50,4002.4749763800346,2764.0029933585984,MAPPO_FULL,5004000.0,Ant-v2 2x4
