,eval_average_episode_rewards,algo,step,scenario
0,998.419989039111,MAPPO_FULL,4000.0,Ant-v2 2x4d
1,931.1978502914995,MAPPO_FULL,104000.0,Ant-v2 2x4d
2,889.5768170332,MAPPO_FULL,204000.0,Ant-v2 2x4d
3,821.8649499249022,MAPPO_FULL,304000.0,Ant-v2 2x4d
4,975.2598885129358,MAPPO_FULL,404000.0,Ant-v2 2x4d
5,939.6376716425766,MAPPO_FULL,504000.0,Ant-v2 2x4d
6,950.6363415745367,MAPPO_FULL,604000.0,Ant-v2 2x4d
7,918.1457237104405,MAPPO_FULL,704000.0,Ant-v2 2x4d
8,1106.9787623285679,MAPPO_FULL,804000.0,Ant-v2 2x4d
9,870.6665960548141,MAPPO_FULL,904000.0,Ant-v2 2x4d
10,850.563301625669,MAPPO_FULL,1004000.0,Ant-v2 2x4d
11,838.5027758009097,MAPPO_FULL,1104000.0,Ant-v2 2x4d
12,831.194619822974,MAPPO_FULL,1204000.0,Ant-v2 2x4d
13,881.0637708687666,MAPPO_FULL,1304000.0,Ant-v2 2x4d
14,860.2327436249213,MAPPO_FULL,1404000.0,Ant-v2 2x4d
15,709.6833955155931,MAPPO_FULL,1504000.0,Ant-v2 2x4d
16,1281.481039267747,MAPPO_FULL,1604000.0,Ant-v2 2x4d
17,806.683254556985,MAPPO_FULL,1704000.0,Ant-v2 2x4d
18,1365.689067090239,MAPPO_FULL,1804000.0,Ant-v2 2x4d
19,1664.7191183293494,MAPPO_FULL,1904000.0,Ant-v2 2x4d
20,1594.1053975646203,MAPPO_FULL,2004000.0,Ant-v2 2x4d
21,2237.8336656054835,MAPPO_FULL,2104000.0,Ant-v2 2x4d
22,2258.144630431994,MAPPO_FULL,2204000.0,Ant-v2 2x4d
23,1960.2837983696859,MAPPO_FULL,2304000.0,Ant-v2 2x4d
24,2231.667206865344,MAPPO_FULL,2404000.0,Ant-v2 2x4d
25,1825.4023261602983,MAPPO_FULL,2504000.0,Ant-v2 2x4d
26,2610.3395325303163,MAPPO_FULL,2604000.0,Ant-v2 2x4d
27,2845.4056381530113,MAPPO_FULL,2704000.0,Ant-v2 2x4d
28,2870.3897466348594,MAPPO_FULL,2804000.0,Ant-v2 2x4d
29,2591.1983889974945,MAPPO_FULL,2904000.0,Ant-v2 2x4d
30,2983.6847500417443,MAPPO_FULL,3004000.0,Ant-v2 2x4d
31,3527.83800594928,MAPPO_FULL,3104000.0,Ant-v2 2x4d
32,3188.11608733836,MAPPO_FULL,3204000.0,Ant-v2 2x4d
33,3589.897899155871,MAPPO_FULL,3304000.0,Ant-v2 2x4d
34,3638.8286020910227,MAPPO_FULL,3404000.0,Ant-v2 2x4d
35,3675.275355097993,MAPPO_FULL,3504000.0,Ant-v2 2x4d
36,3505.4022404956318,MAPPO_FULL,3604000.0,Ant-v2 2x4d
37,3564.7400081558526,MAPPO_FULL,3704000.0,Ant-v2 2x4d
38,2926.1868735420526,MAPPO_FULL,3804000.0,Ant-v2 2x4d
39,3081.9279820129223,MAPPO_FULL,3904000.0,Ant-v2 2x4d
40,3651.9778983585056,MAPPO_FULL,4004000.0,Ant-v2 2x4d
41,3528.0640440395755,MAPPO_FULL,4104000.0,Ant-v2 2x4d
42,3601.113114727728,MAPPO_FULL,4204000.0,Ant-v2 2x4d
43,3964.3248292140693,MAPPO_FULL,4304000.0,Ant-v2 2x4d
44,3917.4989973491984,MAPPO_FULL,4404000.0,Ant-v2 2x4d
45,4259.869982973882,MAPPO_FULL,4504000.0,Ant-v2 2x4d
46,4140.8218555842495,MAPPO_FULL,4604000.0,Ant-v2 2x4d
47,3841.553012566633,MAPPO_FULL,4704000.0,Ant-v2 2x4d
48,3457.0483867186913,MAPPO_FULL,4804000.0,Ant-v2 2x4d
49,3784.378755027211,MAPPO_FULL,4904000.0,Ant-v2 2x4d
50,4181.644264008408,MAPPO_FULL,5004000.0,Ant-v2 2x4d
51,4350.308939635509,MAPPO_FULL,5104000.0,Ant-v2 2x4d
52,3568.1883622803934,MAPPO_FULL,5204000.0,Ant-v2 2x4d
53,4384.328729745496,MAPPO_FULL,5304000.0,Ant-v2 2x4d
54,3604.036814752659,MAPPO_FULL,5404000.0,Ant-v2 2x4d
55,4125.547631278549,MAPPO_FULL,5504000.0,Ant-v2 2x4d
56,4302.2500628519,MAPPO_FULL,5604000.0,Ant-v2 2x4d
57,4598.584469186377,MAPPO_FULL,5704000.0,Ant-v2 2x4d
58,4434.73506660167,MAPPO_FULL,5804000.0,Ant-v2 2x4d
59,4478.657147203016,MAPPO_FULL,5904000.0,Ant-v2 2x4d
60,4295.6694028919665,MAPPO_FULL,6004000.0,Ant-v2 2x4d
61,4530.325451944355,MAPPO_FULL,6104000.0,Ant-v2 2x4d
62,4655.88315412061,MAPPO_FULL,6204000.0,Ant-v2 2x4d
63,4471.8624413592715,MAPPO_FULL,6304000.0,Ant-v2 2x4d
64,4291.840621882012,MAPPO_FULL,6404000.0,Ant-v2 2x4d
65,4427.944687097059,MAPPO_FULL,6504000.0,Ant-v2 2x4d
